addressid,addressline1,addressline2,city,stateprovinceid,postalcode,spatiallocation,rowguid,modifieddate
21150,1568 Skyline Dr.,,Berkeley,9,94704,<memory at 0x000001A69AFC0F40>,cc5656b8-6c7b-4f5a-8302-50ac887f2797,2014-03-04 00:00:00
21151,Unter Linden 987,,Hamburg,20,20354,<memory at 0x000001A69AFC1000>,72af14d1-d73b-4138-ad19-feb493bfce95,2013-12-28 00:00:00
21152,Heideweg 2459,,Kiel,70,24044,<memory at 0x000001A69AFC10C0>,df26ddd4-15c1-403b-8a27-86f80487db75,2014-04-26 00:00:00
21153,WolfgangstraÃe 62,,Solingen,53,42651,<memory at 0x000001A69AFC1180>,706473e6-4b1b-4130-b32a-3ff07ab65617,2014-06-22 00:00:00
21154,9201 Lexington Rd.,,Bendigo,77,3550,<memory at 0x000001A69AFC1240>,4f03bd82-a617-474f-95cc-8d7df8750a2b,2013-08-11 00:00:00
21155,8874 Dallis Drive,,El Cajon,9,92020,<memory at 0x000001A69AFC1300>,687bb10d-c06c-4e8f-9e19-5d8b49a0a0dc,2012-03-22 00:00:00
21156,624 Peabody Road,,Downey,9,90241,<memory at 0x000001A69AFC13C0>,ad20631c-3bb3-4881-a00b-4965a2431930,2011-09-16 00:00:00
21157,KÃ¶nigsteiner StraÃe 990,,Berlin,70,12311,<memory at 0x000001A69AFC1480>,9d1cbb97-1c6a-4c3d-b818-d98199058efa,2012-10-15 00:00:00
21158,"1216, place de la Concorde",,Orleans,131,45000,<memory at 0x000001A69AFC1540>,77868d1e-f122-481e-ba5e-b70b996a3682,2013-12-21 10:09:29.423000
21159,6992 Tara St.,,San Diego,9,92102,<memory at 0x000001A69AFC1600>,a6a39d4e-484b-4dc8-8e90-e6682d3dbf8f,2014-04-12 00:00:00
21160,1652 Willcrest Circle,,Edmonds,79,98020,<memory at 0x000001A69AFC16C0>,1581581a-68aa-40eb-b48e-941108347606,2014-03-19 00:00:00
21161,8380 Toyon Dr.,,Billericay,14,CM11,<memory at 0x000001A69AFC1780>,48298e07-492f-4556-ace2-b93e538e1060,2014-02-06 00:00:00
21162,9323 Cowell Road,,Goulburn,50,2580,<memory at 0x000001A69AFC1840>,8697fbdd-3cfa-4ead-8412-f7ea0b7973d4,2012-08-29 00:00:00
21163,8274 Springvale Court,,Metchosin,7,V9,<memory at 0x000001A69AFC1900>,7bacb20f-6ae7-440b-ae07-1bb0c642dc61,2013-11-18 00:00:00
21164,6836 Somerset Pl.,,Gloucestershire,14,GL7 1RY,<memory at 0x000001A69AFC19C0>,6751ba15-69a7-475c-9972-4cd1ae5dd94f,2013-08-04 00:00:00
21165,5843 Mountaire Pkwy.,,Lebanon,58,97355,<memory at 0x000001A69AFC1A80>,39fc874a-eca5-436a-9391-0c6929374ae1,2013-11-06 00:00:00
21166,2720 Blue Ridge,,Lakewood,9,90712,<memory at 0x000001A69AFC1B40>,cf026114-94dd-41ad-8bf3-2e0fb4e1a5b2,2014-05-02 00:00:00
21167,8193 North 126th St,,Bremerton,79,98312,<memory at 0x000001A69AFC1C00>,7d088381-913e-4918-9db6-298b67e35ae8,2013-09-21 00:00:00
21168,5862 Crivello Ave.,,Melton,77,3337,<memory at 0x000001A69AFC1CC0>,ad86d633-cf19-4d26-a322-14ad8e15a3e4,2014-06-16 00:00:00
21169,544 Magda Way,,Newton,7,V2L3W8,<memory at 0x000001A69AFC1D80>,0e6b4a80-583c-47de-9771-29ff52dff84a,2013-07-03 00:00:00
21170,330 Jamie Way,,Novato,9,94947,<memory at 0x000001A69AFC1E40>,713916e5-7f9f-4b66-b62f-2b72fe3d6c17,2013-09-27 00:00:00
21171,3095 Wildewood Dr.,,San Carlos,9,94070,<memory at 0x000001A69AFC1F00>,330a7a70-a7e4-4467-ade6-88daac312b8a,2014-01-02 00:00:00
21172,9870 Santa Maria Ct.,,Sunbury,77,3429,<memory at 0x000001A69AFC1FC0>,5914cf4e-e7c3-4421-9bd6-572ef5457425,2012-04-24 00:00:00
21173,3136 Mcnutt Ave.,,Woodland Hills,9,91364,<memory at 0x000001A69AFC2080>,5fe79092-256c-4ada-ab9b-d261415addce,2014-06-23 00:00:00
21174,"24, rue Saint Denis",,Metz,143,57000,<memory at 0x000001A69AFC2140>,013a7ccd-d63f-42b8-943d-f83cbf23b656,2013-12-21 10:09:29.423000
21175,Winter der BÃ¶ck 50,,Darmstadt,19,64283,<memory at 0x000001A69AFC2200>,22f611ed-7f2d-4af3-b169-2eb6f1eb55eb,2012-03-09 00:00:00
21176,1177 Oily Road,,Burien,79,98168,<memory at 0x000001A69AFC22C0>,4ecfef63-409d-430a-9dc3-eeae6f63dfae,2014-02-05 00:00:00
21177,4418 Lisa Lee Lane,,Walla Walla,79,99362,<memory at 0x000001A69AFC2380>,678ee2a5-33d1-4fc9-a999-c888b960dad7,2013-11-02 00:00:00
21178,RÃ¤uscherweg 6875,,Neunkirchen,70,66578,<memory at 0x000001A69AFC2440>,d9cca061-90d3-4832-9e59-8a31dd704024,2014-03-22 00:00:00
21179,5659 Tehaschapi Way,,Grossmont,9,91941,<memory at 0x000001A69AFC2500>,8d8b4b07-0997-4c77-8c45-3d7dcd2d651d,2014-04-09 00:00:00
21180,8863 San Miguel Rd.,,Santa Cruz,9,95062,<memory at 0x000001A69AFC25C0>,619bb375-52c2-4a1f-9c7d-413ed5f94e72,2012-11-01 00:00:00
21181,359 Shepberry Court,,Bellflower,9,90706,<memory at 0x000001A69AFC2680>,372baf40-d1e7-480f-b484-3c031db96565,2014-05-10 00:00:00
21182,3817 Green Hill Rd.,,Novato,9,94947,<memory at 0x000001A69AFC2740>,3f0a99dc-3be3-498d-bd01-936c49248d7e,2011-10-08 00:00:00
21183,"76, rue Pierre-Demoulin",,Chatou,164,78400,<memory at 0x000001A69AFC2800>,508dce47-4166-4615-bbc2-7c64bd80bf0e,2013-12-21 10:09:29.423000
21184,3450 Rio Grande Dr.,,Milton Keynes,14,MK8 8DF,<memory at 0x000001A69AFC28C0>,4ffd86ec-0d1a-4939-9492-07e1c25c00f1,2012-06-25 00:00:00
21185,8222 Seabourne Ct.,,Cheltenham,14,GL50,<memory at 0x000001A69AFC2980>,79a3d52f-c53d-44a9-be9b-26fbf76a691f,2013-04-30 00:00:00
21186,4591 Paso Del Rio Court,,Woodland Hills,9,91364,<memory at 0x000001A69AFC2A40>,e864022e-9d15-4587-908a-87c8c03fee97,2011-07-24 00:00:00
21187,6594 Bent Tree Lane,,Beaverton,58,97005,<memory at 0x000001A69AFC2B00>,bbf5de08-53e3-42ae-a445-776d2b59ea10,2014-02-02 00:00:00
21188,6547 Lexington Road,,North Sydney,50,2055,<memory at 0x000001A69AFC2BC0>,7997e4d0-dda7-459f-8d74-9fafe1f3945f,2014-03-28 00:00:00
21189,5872 Whiteaben Drive,,Walla Walla,79,99362,<memory at 0x000001A69AFC2C80>,e42b1263-dc72-4851-9de2-886364134dc9,2012-04-19 00:00:00
21190,"70344, rue Surcouf",,Morangis,177,91420,<memory at 0x000001A69AFC2D40>,3f6239e0-3abf-4bb5-b056-eb6a269e7a42,2013-12-21 10:09:29.423000
21191,786 Rachele Road,,Olympia,79,98501,<memory at 0x000001A69AFC2E00>,e520484f-dbe7-4897-9713-cdf2f1f4d5ed,2014-04-07 00:00:00
21192,3910 Fawn Glen Circle,,Melbourne,77,3000,<memory at 0x000001A69AFC2EC0>,5d5cf468-a859-4087-ae7d-60164dff24b5,2013-12-20 00:00:00
21193,5448 Nulty Drive,,Oxon,14,OX16 8RS,<memory at 0x000001A69AFC2F80>,2eb46021-a18b-4b07-b802-506766f950a2,2014-02-24 00:00:00
21194,319 Dale Pl.,,Oregon City,58,97045,<memory at 0x000001A69AFC3040>,5d41f636-debe-4b0d-8f22-da093f58dd68,2013-07-31 00:00:00
21195,7450 Olivera Rd,,Burlingame,9,94010,<memory at 0x000001A69AFC3100>,56e9afb9-e09d-41c1-8663-d280cf7aa39a,2013-10-31 00:00:00
21196,1826 Village Road,,Wokingham,14,RG41 1QW,<memory at 0x000001A69AFC31C0>,81e865ab-5305-40a3-9795-c5b9c8b09f74,2014-05-09 00:00:00
21197,5964 Sepulveda Ct.,,Darlinghurst,50,2010,<memory at 0x000001A69AFC3280>,e5165c88-cea3-4a14-a51b-72a1659f3e67,2013-06-04 00:00:00
21198,606 Chelsea Way,,North Sydney,50,2055,<memory at 0x000001A69AFC3340>,93ea0721-b7a3-4ee0-b0c7-0c275ae3d8ef,2012-11-26 00:00:00
21199,Brunnenstr 64,,Saarlouis,70,66740,<memory at 0x000001A69AFC3400>,1c0b4add-4f34-4cd9-a41b-84c06e5dd38e,2014-04-30 00:00:00
21200,5272 Mill Rd.,,Bellflower,9,90706,<memory at 0x000001A69AFC34C0>,c0ef9226-fe64-4925-9aa4-9bdc65f31e4c,2012-08-05 00:00:00
21201,891 Peachwillow Lane,,Woolston,14,WA1 4SY,<memory at 0x000001A69AFC3580>,030a20eb-1436-4d1d-b1e3-34ab6a0b3855,2013-11-11 00:00:00
21202,3350 Northridge Road,,Torrance,9,90505,<memory at 0x000001A69AFC3640>,9cda57ff-8ac6-47f8-97bc-44af3947e670,2014-05-10 00:00:00
21203,3390 Colfax Street,,Concord,9,94519,<memory at 0x000001A69AFC3700>,3f287323-1a18-4337-a6c4-249fb154c963,2014-02-04 00:00:00
21204,RÃ¤uscherweg 675,,MÃ¼nchen,19,80074,<memory at 0x000001A69AFC37C0>,3b5f7322-1c85-4b9c-880b-02fd1878b314,2013-09-09 00:00:00
21205,4377 Viking Dr.,,Lemon Grove,9,91945,<memory at 0x000001A69AFC3880>,6229d8da-a176-455c-8971-c8df0c321894,2011-08-06 00:00:00
21206,"390, avenue de Malakoff",,Saint-Denis,179,93400,<memory at 0x000001A69AFC3940>,f3d3b338-cb88-4311-82c2-99ea0c5659bf,2013-12-21 10:09:29.423000
21207,4672 Cardinal,,Hobart,71,7001,<memory at 0x000001A69AFC3A00>,199a6690-1455-44bb-b3b9-18d5b093a4e5,2014-03-12 00:00:00
21208,143 Pecan Pl.,,Colma,9,94014,<memory at 0x000001A69AFC3AC0>,94027ea8-6ea8-45f0-9a1a-dfb98aeb7fe4,2013-08-05 00:00:00
21209,5913 Mayette Avenue,,Burlingame,9,94010,<memory at 0x000001A69AFC3B80>,010d214e-050c-4085-90fa-c7a08e740beb,2014-02-21 00:00:00
21210,6006 Hackamore Lane,,Seaford,77,3198,<memory at 0x000001A69AFC3C40>,4735a2d6-c3a2-4251-9283-2f63dc250cfb,2013-12-20 00:00:00
21211,9117 Jacqueline Way,,Newton,7,V2L3W8,<memory at 0x000001A69AFC3D00>,bf774253-6aa2-4d8d-beac-c9896dc06032,2011-12-06 00:00:00
21212,6146 Holland Drive,,Coffs Harbour,50,2450,<memory at 0x000001A69AFC3DC0>,f7fbf694-49f1-494b-9663-398deda1d1c4,2012-11-14 00:00:00
21213,613 Lakehurst Dr.,,Langley,7,V3A 4R2,<memory at 0x000001A69AFC3E80>,5f0d8c10-035e-4f11-9cd0-f2d57c63d0e9,2013-12-12 00:00:00
21214,6727 Roux Court,,Everett,79,98201,<memory at 0x000001A69AFC3F40>,b25e0f6a-7454-4020-a33c-1f3acad76a32,2013-02-28 00:00:00
21215,773 Mt. Wilson Place,,Newcastle,50,2300,<memory at 0x000001A69AFCC040>,36b87390-8fc3-493f-9ce3-a10e72641b95,2012-04-18 00:00:00
21216,8476 Kingswood Circle,,Spring Valley,9,91977,<memory at 0x000001A69AFCC100>,4c93f9f4-dfbd-416f-8388-42139b8bcf8e,2011-12-06 00:00:00
21217,9943 Stonehedge Dr.,,Darlinghurst,50,2010,<memory at 0x000001A69AFCC1C0>,0d35f933-ec62-4f1f-9ad9-65592c161ece,2014-01-18 00:00:00
21218,4845 Park Lane Circle,,Sooke,7,V0,<memory at 0x000001A69AFCC280>,74ee0635-acfe-4787-ae29-4a981c8ea8e2,2014-06-01 00:00:00
21219,9504 Rosina Court,,Port Macquarie,50,2444,<memory at 0x000001A69AFCC340>,ea51e4ef-bc8c-4d08-8e5f-b9bb1c8e4b17,2012-12-20 00:00:00
21220,284 Hidden Oak Ct,,London,14,SW8 4BG,<memory at 0x000001A69AFCC400>,edc344f2-5d02-4ab2-878b-0d7df74f27ac,2013-08-31 00:00:00
21221,6126 North Sixth Street,,Redmond,79,98052,<memory at 0x000001A69AFCC4C0>,7ed501db-8cf8-4572-addd-60c790f9d90b,2013-07-06 00:00:00
21222,"184, rue de Varenne",,Metz,143,57000,<memory at 0x000001A69AFCC580>,8e54b975-f90b-4e63-8c7a-d6d89f8c0534,2013-12-21 10:09:29.423000
21223,1040 Greenbush Drive,,Newton,7,V2L3W8,<memory at 0x000001A69AFCC640>,c6a27905-a499-4435-8d51-9d3097aee0a2,2014-06-10 00:00:00
21224,1931 Eagle Way,,Springwood,50,2777,<memory at 0x000001A69AFCC700>,8aa53060-03a0-4d4d-827b-6f6417dceabe,2013-07-23 00:00:00
21225,6986 Ida Ave.,,Lincoln Acres,9,91950,<memory at 0x000001A69AFCC7C0>,8bacf2a0-4601-45ef-8680-7fdb05f39b18,2012-02-29 00:00:00
21226,5878 Scenic Avenue,,Cranbourne,77,3977,<memory at 0x000001A69AFCC880>,3deefd10-3928-4c58-8bed-4697fcebc9b7,2014-02-13 00:00:00
21227,"577, avenue de Villiers",,Chatou,164,78400,<memory at 0x000001A69AFCC940>,ce59c97f-12ae-43eb-8144-d7794c22f53d,2013-12-21 10:09:29.423000
21228,"8104bis, boulevard Saint Germain",,Lille,145,59000,<memory at 0x000001A69AFCCA00>,fc6265e3-e936-4f9b-9abf-912b878b3b22,2013-12-21 10:09:29.423000
21229,"8, rue de lÂ´Avenir",,Saint Germain en Laye,164,78100,<memory at 0x000001A69AFCCAC0>,0ebac4cb-6e68-4f8a-8b52-a45cdfc29a50,2013-12-21 10:09:29.423000
21230,1318 Ramer Ct.,,Warrnambool,77,3280,<memory at 0x000001A69AFCCB80>,a33a823a-156a-49ab-9591-b00d3e2e3c17,2012-03-19 00:00:00
21231,6344 St Paul Way,,London,14,W1V 5RN,<memory at 0x000001A69AFCCC40>,7d739e45-1596-41cc-a575-8e9a42178f6d,2012-04-15 00:00:00
21232,1699 Meadowbrook Court,,Springwood,50,2777,<memory at 0x000001A69AFCCD00>,a7b5f17d-668c-43e1-aa7c-4aaea3b1ce02,2014-05-11 00:00:00
21233,"201bis, boulevard Saint Germain",,SÃ¨vres,178,92310,<memory at 0x000001A69AFCCDC0>,b4f81c78-757c-4f4c-95a2-5ae7bc5c16f2,2013-12-21 10:09:29.423000
21234,5877 Providence Dr.,,Haney,7,V2W 1W2,<memory at 0x000001A69AFCCE80>,67d96a98-5c15-4e4a-a223-32c2d720871b,2014-02-10 00:00:00
21235,6542 Greenwood Pl.,,Gateshead,14,GA10,<memory at 0x000001A69AFCCF40>,b2f8e9f1-7e84-455d-b5cd-497373b31a2b,2014-04-08 00:00:00
21236,8827 Ward Court,,Concord,9,94519,<memory at 0x000001A69AFCD000>,9723df48-a279-40f4-aa12-03eabea7587e,2012-02-25 00:00:00
21237,7413 Flora Ave.,,Marysville,79,98270,<memory at 0x000001A69AFCD0C0>,2d56c631-4e33-4fbc-9fce-cd26df391735,2012-07-13 00:00:00
21238,3274 Corrinne Court,,Watford,14,WA3,<memory at 0x000001A69AFCD180>,414afe23-1df7-4e97-8650-a90be5fcaedb,2014-06-16 00:00:00
21239,"8848, avenue de Villiers",,Orleans,131,45000,<memory at 0x000001A69AFCD240>,a04d65fc-ad99-4536-817e-a16626a0089e,2013-12-21 10:09:29.423000
21240,4769 Detroit Avenue,,Shawnee,7,V8Z 4N5,<memory at 0x000001A69AFCD300>,60f2fc8e-11b5-41ac-887f-b15d6f0b81a8,2013-11-11 00:00:00
21241,3782 Sweetwater Drive,,London,14,EC1R 0DU,<memory at 0x000001A69AFCD3C0>,a3d1b18a-a00d-4ee9-bb85-4abb94240858,2014-04-20 00:00:00
21242,5551 Orinda Court,,Wollongong,50,2500,<memory at 0x000001A69AFCD480>,18580a4b-948c-4ca3-ba3a-2dd80dbb150e,2013-05-30 00:00:00
21243,2633 Dalis Dr.,,Glendale,9,91203,<memory at 0x000001A69AFCD540>,e682d1d2-ea6b-45b5-b55d-a71cd6e8d1ff,2013-09-09 00:00:00
21244,6345 Katharyn Drive,,Goulburn,50,2580,<memory at 0x000001A69AFCD600>,4f1700ca-fbd9-42b7-8a42-a2af4795884f,2011-09-18 00:00:00
21245,1005 Matterhorn Ct.,,Mill Valley,9,94941,<memory at 0x000001A69AFCD6C0>,1c97d2ec-a373-4472-82b3-9e53953ab9db,2013-09-24 00:00:00
21246,7627 Hidden Oak Ct.,,Sooke,7,V0,<memory at 0x000001A69AFCD780>,551d9d40-3615-4673-98b5-c1ab7bae0466,2013-12-12 00:00:00
21247,4392 Lakeview Pl.,,Concord,9,94519,<memory at 0x000001A69AFCD840>,f3e3669a-8d14-4305-a95d-b9b3c067fecf,2014-05-30 00:00:00
21248,5196 Camino Ricardo,,Woodburn,58,97071,<memory at 0x000001A69AFCD900>,549d2147-0cfa-4ada-9340-7420f38bcfd3,2014-04-24 00:00:00
21249,2073 Hilltop Road,,Burbank,9,91502,<memory at 0x000001A69AFCD9C0>,bd9a7e0a-7257-4669-a3e6-2531aa32f26b,2014-05-07 00:00:00
21250,4469 Dellwood Court,,Rhodes,50,2138,<memory at 0x000001A69AFCDA80>,7fd196b2-b83b-4048-bc15-8b4c9c40c376,2012-12-24 00:00:00
21251,9682 Concord Blvd.,,Cheltenham,14,GL50,<memory at 0x000001A69AFCDB40>,17bdcdfb-71e0-4b85-b913-b12fa3546b71,2014-01-29 00:00:00
21252,3930 Sony Hill Circle,,Gloucestershire,14,GL7 1RY,<memory at 0x000001A69AFCDC00>,e772d7e0-e1c6-442b-b0d4-90ae2d5ae8f9,2014-06-05 00:00:00
21253,7759 Azalea Avenue,,Palo Alto,9,94303,<memory at 0x000001A69AFCDCC0>,0a5af6e3-0837-47b6-8f49-7ad62740ecec,2014-01-24 00:00:00
21254,Hellweg 4644,,SaarbrÃ¼cken,70,66001,<memory at 0x000001A69AFCDD80>,31f30ea2-e87f-4c1d-b357-6923abe73a1b,2013-09-19 00:00:00
21255,8841 Thornwood Dr.,,Newcastle upon Tyne,14,NT20,<memory at 0x000001A69AFCDE40>,52824796-569f-401e-a78c-3ef5f6e453e5,2012-11-20 00:00:00
21256,1211 Sherry Circle,,Silverwater,50,2264,<memory at 0x000001A69AFCDF00>,7a8dad67-9dab-4376-8907-4e0a7dcc7ecb,2014-01-11 00:00:00
21257,7800 Olivera Rd.,,Daly City,9,94015,<memory at 0x000001A69AFCDFC0>,951e57f8-ffa9-4e9d-977b-a623b126ff09,2014-01-02 00:00:00
21258,6131 Green Leaf Drive,,Metchosin,7,V9,<memory at 0x000001A69AFCE080>,d76aa074-5d78-4529-a2b1-1f6da8618b6b,2014-04-24 00:00:00
21259,158 Walnut Ave,,Cheltenham,14,GL50,<memory at 0x000001A69AFCE140>,e7b4216f-2833-4fff-801e-7eb78d62825d,2014-05-19 00:00:00
21260,9081 Myrtle Drive,,Olympia,79,98501,<memory at 0x000001A69AFCE200>,0e1aa084-45a7-4ab3-b7a6-43fe3a3206d3,2013-09-26 00:00:00
21261,324 Woodbury Place,,Imperial Beach,9,91932,<memory at 0x000001A69AFCE2C0>,c7a77283-5eb9-4e7e-9b27-6ba2ae17d66f,2014-01-28 00:00:00
21262,536 Beech Ct.,,Gold Coast,64,4217,<memory at 0x000001A69AFCE380>,b2e27c1e-dd50-42c2-a79a-097521b85bd1,2013-04-08 00:00:00
21263,3528 Sweetwater Drive,,Oakland,9,94611,<memory at 0x000001A69AFCE440>,e2c0a993-2b1c-495f-91bf-c849a2011d40,2013-09-03 00:00:00
21264,6400 Sunshine Drive,,Sydney,50,1002,<memory at 0x000001A69AFCE500>,03bd495a-5467-46d9-ab41-373e83eadf8c,2014-03-26 00:00:00
21265,8481 Cloverleaf Circle,,Oakland,9,94611,<memory at 0x000001A69AFCE5C0>,6de27e8e-bc39-4276-8cc3-8a8324757435,2012-02-11 00:00:00
21266,"6, avenue de lÂ´Europe",,Metz,143,57000,<memory at 0x000001A69AFCE680>,5feccdab-0c60-4027-a5db-f3fe7e65f55e,2013-12-21 10:09:29.423000
21267,"6698, avenue de Villiers",,Croix,145,59170,<memory at 0x000001A69AFCE740>,98cc416e-d25e-456d-a2a8-560c6bab9302,2013-12-21 10:09:29.423000
21268,5190 Jacqueline Way,,Torrance,9,90505,<memory at 0x000001A69AFCE800>,b2482a48-3b08-4ea2-bce6-4578a818a683,2014-04-09 00:00:00
21269,9849 Santa Fe Court,,Woodland Hills,9,91364,<memory at 0x000001A69AFCE8C0>,09ca84d5-3c5d-4304-8b6b-7e7c6bb7408e,2012-04-02 00:00:00
21270,460 Skyline Dr,,Sunbury,77,3429,<memory at 0x000001A69AFCE980>,806cf81a-1c96-4f7a-b311-72e209e71d88,2014-02-27 00:00:00
21271,Im Himmelsweg 26,,Solingen,53,42651,<memory at 0x000001A69AFCEA40>,6702fd82-888d-45cf-a043-d9f3b852c38f,2014-05-02 00:00:00
21272,6471 Harvey Way,,Edmonds,79,98020,<memory at 0x000001A69AFCEB00>,422de200-44bd-4f42-883f-a79a894c97d1,2014-04-17 00:00:00
21273,"1, rue de Fontfroide",,Paris,161,75003,<memory at 0x000001A69AFCEBC0>,8f149c13-28cb-45eb-9aa8-0fd957a21c30,2013-12-21 10:09:29.423000
21274,"80, avenue de Malakoff",,Croix,145,59170,<memory at 0x000001A69AFCEC80>,c5b68274-98d1-45c5-80ac-911dd507f413,2013-12-21 10:09:29.423000
21275,2880 Ponderosa Dr.,,Bremerton,79,98312,<memory at 0x000001A69AFCED40>,b936a4c8-0721-4808-ae7a-be59128d5ca1,2011-12-04 00:00:00
21276,3132 Jacqueline Drive,,Caloundra,64,4551,<memory at 0x000001A69AFCEE00>,2ea34f48-0739-4366-b074-54e452dc3036,2013-07-08 00:00:00
21277,6345 Katharyn Drive,,Darlinghurst,50,2010,<memory at 0x000001A69AFCEEC0>,38f67fec-4cd6-4d50-a5f2-82ac8c9daea1,2011-06-26 00:00:00
21278,918 Park Lane,,Melton,77,3337,<memory at 0x000001A69AFCEF80>,df52f105-d595-4f70-8be5-0dea4b05cd9f,2013-10-17 00:00:00
21279,4785 Stillman Court,,Birmingham,14,B29 6SL,<memory at 0x000001A69AFCF040>,7cc78e2b-20a4-476f-83e6-b66b5ccd54be,2014-06-02 00:00:00
21280,6085 B Wildbrook Ct.,,Cliffside,7,V8Y 1L1,<memory at 0x000001A69AFCF100>,b6136538-a085-4656-aed8-78cfdd227f8f,2013-11-06 00:00:00
21281,1019 Carletto Drive,,Berkeley,9,94704,<memory at 0x000001A69AFCF1C0>,8970c9bc-3707-4f25-84ee-ec1f6a2dc6e1,2014-04-01 00:00:00
21282,5871 Detroit Ave.,,Issaquah,79,98027,<memory at 0x000001A69AFCF280>,5509109a-bb9d-4b74-b216-17d62b3de58a,2012-08-12 00:00:00
21283,"34, route de Marseille",,Saint-Denis,179,93400,<memory at 0x000001A69AFCF340>,49d3202a-4831-4318-8762-2406924b8084,2013-12-21 10:09:29.423000
21284,3989 Tice Valley Blvd.,,Novato,9,94947,<memory at 0x000001A69AFCF400>,ab975167-c38d-4f32-885d-c64aee03e11d,2013-12-29 00:00:00
21285,7386 Rolph Park Drive,,Reading,14,RG7 5H7,<memory at 0x000001A69AFCF4C0>,a228f92d-ca53-442f-8dc5-c7309bf77c6d,2013-08-03 00:00:00
21286,4976 Norris Court,,Bellingham,79,98225,<memory at 0x000001A69AFCF580>,565686f1-575c-42ab-8b6b-ff98ddacaf80,2014-02-04 00:00:00
21287,"10571, rue de Varenne",,Lieusaint,163,77127,<memory at 0x000001A69AFCF640>,f0173dd8-4a96-4030-ae6b-9da1d144b476,2013-12-21 10:09:29.423000
21288,2015 Sunset Circle,,Cheltenham,14,GL50,<memory at 0x000001A69AFCF700>,35c0e95c-47f4-479f-9bb6-1cc10f6b5aa7,2013-10-24 00:00:00
21289,7926 Stephanie Way,,Newport Beach,9,92625,<memory at 0x000001A69AFCF7C0>,90af12a4-a568-4880-9ecc-a106e3afd4c1,2014-05-08 00:00:00
21290,7895 Stanley Dollar Dr.,,Beaverton,58,97005,<memory at 0x000001A69AFCF880>,4af265cc-80b8-4de4-941d-3d278d5ca88d,2014-04-28 00:00:00
21291,6512 Cypress Ave,,Beaverton,58,97005,<memory at 0x000001A69AFCF940>,69dd1ab0-3a5c-4ce5-ba9d-1c6d5800c9d3,2014-03-30 00:00:00
21292,9716 Broadmoor Drive,,Goulburn,50,2580,<memory at 0x000001A69AFCFA00>,32f349ff-e23b-49be-84ad-3bc1e586800f,2011-07-05 00:00:00
21293,3657 Greystone Dr.,,Bellingham,79,98225,<memory at 0x000001A69AFCFAC0>,b819d835-0666-4e07-bbe9-6021bfad76ba,2013-12-21 00:00:00
21294,RoÃstr 9928,,Frankfurt am Main,70,60075,<memory at 0x000001A69AFCFB80>,16555c2b-6e9e-49a9-a896-5d9e437896b7,2013-08-07 00:00:00
21295,Postfach 22 99 99,,Hof,8,95010,<memory at 0x000001A69AFCFC40>,ec297a12-c44f-409b-9c03-522dfd8934e3,2013-09-20 00:00:00
21296,"51, rue de la Cavalerie",,Saint Germain en Laye,164,78100,<memory at 0x000001A69AFCFD00>,1107c7e0-24dc-4349-8e60-108d921ad545,2013-12-21 10:09:29.423000
21297,Nonnendamm 19,,Berlin,20,10210,<memory at 0x000001A69AFCFDC0>,da992226-f30d-42d2-a185-27ed3a431d2f,2014-03-07 00:00:00
21298,"1144, rue Ste-HonorÃ©",,Morangis,177,91420,<memory at 0x000001A69AFCFE80>,06a497c9-a4c2-4697-a013-a89be201c5a8,2013-12-21 10:09:29.423000
21299,7326 Kenmore,,Shawnee,7,V8Z 4N5,<memory at 0x000001A69AFCFF40>,2ea5f879-a55f-4178-9a26-f25f191bfebf,2013-01-14 00:00:00
21300,9075 Calle Verde,,Newcastle upon Tyne,14,NT20,<memory at 0x000001A69AFE0040>,d46d1f02-8230-4212-a469-adba97682718,2011-08-21 00:00:00
21301,5444 Bellord Ct.,,N. Vancouver,7,V7L 4J4,<memory at 0x000001A69AFE0100>,f074e036-0a27-412e-9429-0c3f9782f01d,2014-02-11 00:00:00
21302,"216, quai Paul Doumer",,Paris,161,75008,<memory at 0x000001A69AFE01C0>,73578b7c-ea1b-44ca-9046-87f8f45c0778,2013-12-21 10:09:29.423000
21303,"154, boulevard Tremblay",,Drancy,179,93700,<memory at 0x000001A69AFE0280>,cce04b61-d95c-4509-af63-eb70d08e19d3,2013-12-21 10:09:29.423000
21304,104 Kaski Ln.,,Portland,58,97205,<memory at 0x000001A69AFE0340>,6d75061e-541e-4384-9a01-b83ada0e785a,2014-02-18 00:00:00
21305,3071 Asilomar,,Lane Cove,50,1597,<memory at 0x000001A69AFE0400>,6d226ac3-7076-4e0f-ba7c-56aecf38252f,2012-08-17 00:00:00
21306,6725 Arata Way,,Burlingame,9,94010,<memory at 0x000001A69AFE04C0>,6ae1536e-2fb3-4d5e-b212-4c725436870c,2013-08-19 00:00:00
21307,6969 Eaker Way,,Cloverdale,66,6105,<memory at 0x000001A69AFE0580>,01f1f258-b038-4570-b6d0-dd2117e30b43,2011-12-10 00:00:00
21308,6642 Sandview Dr,,Hobart,71,7001,<memory at 0x000001A69AFE0640>,0a9143e8-ec09-4b8b-aa06-fba1ff280740,2014-01-13 00:00:00
21309,1639 Atchinson Stage Ct.,,Caloundra,64,4551,<memory at 0x000001A69AFE0700>,5a719306-c381-4333-88df-a9762b4636e7,2013-08-10 00:00:00
